x,y,z,zoneLetter,zoneNumber,x_rel,y_rel,z_rel
596142.6506785708,7262326.17227569,1022.17,J,22.0,157.54219157330226,214.68885960802436,7.7299999999999045
596143.1153501903,7262327.171522571,1022.17,J,22.0,158.00686319277156,215.68810648843646,7.7299999999999045
596143.3962777035,7262327.345935385,1022.16,J,22.0,158.28779070591554,215.86251930240542,7.719999999999914
596144.0255970644,7262328.86383052,1022.17,J,22.0,158.91711006686091,217.38041443750262,7.7299999999999045
596144.6759921717,7262330.975633899,1022.16,J,22.0,159.56750517420005,219.49221781641245,7.719999999999914
596145.4101801906,7262332.947632427,1022.16,J,22.0,160.3016931930324,221.46421634498984,7.719999999999914
596145.897669248,7262334.791391529,1022.16,J,22.0,160.78918225050438,223.30797544680536,7.719999999999914
596146.7179075858,7262336.948425852,1022.16,J,22.0,161.60942058824003,225.4650097694248,7.719999999999914
596147.1850205548,7262338.300374247,1022.16,J,22.0,162.07653355726507,226.81695816479623,7.719999999999914
596148.2820048878,7262340.028504463,1022.17,J,22.0,163.17351789027452,228.54508838057518,7.7299999999999045
596148.7505370245,7262341.584647873,1022.17,J,22.0,163.64205002691597,230.10123179107904,7.7299999999999045
596148.9226372222,7262341.954741708,1022.17,J,22.0,163.81415022467263,230.4713256256655,7.7299999999999045
596148.9309176896,7262341.9268330075,1022.17,J,22.0,163.82243069203105,230.44341692514718,7.7299999999999045
596148.8917625158,7262342.39121726,1022.17,J,22.0,163.78327551821712,230.90780117735267,7.7299999999999045
596148.7022776086,7262344.39747416,1022.17,J,22.0,163.59379061101936,232.91405807808042,7.7299999999999045
596149.0177215576,7262345.880418971,1022.17,J,22.0,163.90923456009477,234.39700288884342,7.7299999999999045
596150.2157699402,7262347.515035411,1022.17,J,22.0,165.10728294262663,236.03161932900548,7.7299999999999045
596151.6676375065,7262349.082905609,1022.18,J,22.0,166.5591505089542,237.59948952682316,7.739999999999895
596153.1088485556,7262350.335262304,1022.99,J,22.0,168.00036155804992,238.85184622183442,8.549999999999955
596154.8311713627,7262351.789870264,1022.99,J,22.0,169.72268436511513,240.30645418167114,8.549999999999955
596156.3155915404,7262353.162599965,1023.0,J,22.0,171.20710454287473,241.67918388266116,8.559999999999945
596157.6012638521,7262353.989056129,1022.99,J,22.0,172.4927768545458,242.50564004667103,8.549999999999955
596159.2628404076,7262355.239880795,1023.0,J,22.0,174.15435341000557,243.75646471232176,8.559999999999945
596160.4328784653,7262356.503401332,1023.0,J,22.0,175.32439146772958,245.01998524926603,8.559999999999945
596161.636113304,7262357.664588604,1023.0,J,22.0,176.52762630640063,246.1811725217849,8.559999999999945
596162.6312127803,7262358.149625147,1023.0,J,22.0,177.5227257827064,246.66620906442404,8.559999999999945
596163.3809027284,7262358.692058433,1023.01,J,22.0,178.2724157308694,247.20864235050976,8.569999999999936
596165.1358436225,7262359.960793618,1023.0,J,22.0,180.02735662495252,248.4773775357753,8.559999999999945
596166.5992536561,7262360.748893595,1023.01,J,22.0,181.4907666585641,249.26547751296312,8.569999999999936
596168.334731257,7262361.655765021,1023.01,J,22.0,183.22624425950926,250.17234893888235,8.569999999999936
596170.7129557211,7262362.353952909,1023.02,J,22.0,185.60446872352622,250.87053682655096,8.579999999999927
596172.4488853706,7262363.325791971,1023.92,J,22.0,187.34039837308228,251.8423758884892,9.479999999999905
596174.3065682997,7262364.742336692,1023.92,J,22.0,189.1980813021073,253.25892060995102,9.479999999999905
596175.7051992195,7262365.967135954,1023.92,J,22.0,190.59671222197358,254.48371987137944,9.479999999999905
596176.9508808302,7262367.137306958,1024.02,J,22.0,191.84239383263048,255.65389087609947,9.579999999999927
596178.5112040105,7262368.453804497,1023.92,J,22.0,193.40271701291203,256.97038841433823,9.479999999999905
596179.7722857315,7262369.401103223,1023.92,J,22.0,194.66379873396363,257.9176871404052,9.479999999999905
596180.8724601102,7262370.36808038,1023.92,J,22.0,195.76397311268374,258.8846642980352,9.479999999999905
596182.606197891,7262371.024346029,1023.92,J,22.0,197.4977108933963,259.5409299470484,9.479999999999905
596184.5924001049,7262371.418949237,1023.92,J,22.0,199.4839131073095,259.93553315475583,9.479999999999905
596185.8795598907,7262372.458888592,1023.92,J,22.0,200.77107289317064,260.975472509861,9.479999999999905
596187.3728464587,7262373.88723368,1023.92,J,22.0,202.2643594611436,262.40381759777665,9.479999999999905
596188.5320918259,7262374.816668434,1023.93,J,22.0,203.42360482830554,263.33325235173106,9.489999999999895
596190.4856247187,7262375.387862779,1024.8,J,22.0,205.37713772116695,263.9044466968626,10.3599999999999
596191.2581578194,7262375.5588571355,1024.8,J,22.0,206.1496708218474,264.0754410531372,10.3599999999999
596193.2073031703,7262375.498895648,1024.84,J,22.0,208.0988161728019,264.01547956559807,10.399999999999864
596194.4554602129,7262375.805816958,1024.81,J,22.0,209.34697321534622,264.3224008753896,10.36999999999989
596195.1947969452,7262376.079133276,1024.82,J,22.0,210.08630994765554,264.5957171935588,10.379999999999882
596195.3137861128,7262376.124717269,1024.81,J,22.0,210.2052991152741,264.6413011867553,10.36999999999989
596195.4155590147,7262376.13328976,1024.81,J,22.0,210.30707201710902,264.64987367764115,10.36999999999989
596195.4844037857,7262376.2813248355,1024.82,J,22.0,210.37591678812169,264.79790875315666,10.379999999999882
596195.8847738121,7262376.56628876,1024.82,J,22.0,210.77628681459464,265.0828726775944,10.379999999999882
596195.8519000855,7262376.715030996,1024.82,J,22.0,210.7434130879119,265.2316149137914,10.379999999999882
596195.6483542733,7262376.697886019,1024.82,J,22.0,210.53986727574375,265.2144699366763,10.379999999999882
596195.5794449857,7262376.540571364,1024.83,J,22.0,210.47095798817463,265.0571552813053,10.389999999999873
596195.5532384461,7262376.42935998,1024.83,J,22.0,210.44475144858006,264.94594389759004,10.389999999999873
596195.426946912,7262376.550911579,1024.83,J,22.0,210.31845991441514,265.0674954969436,10.389999999999873
596195.4348401559,7262376.467314292,1024.84,J,22.0,210.32635315833613,264.9838982094079,10.399999999999864
596195.4856298384,7262376.457681167,1024.84,J,22.0,210.37714284087997,264.97426508460194,10.399999999999864
596195.9008185021,7262376.436234655,1026.8,J,22.0,210.7923315045191,264.9528185725212,12.3599999999999
596196.0955777646,7262376.407029493,1026.8,J,22.0,210.98709076701198,264.92361341044307,12.3599999999999
596196.3159526864,7262376.405497406,1026.8,J,22.0,211.2074656888144,264.92208132334054,12.3599999999999
596196.3499132553,7262376.414541334,1026.8,J,22.0,211.24142625776585,264.9311252515763,12.3599999999999
596195.8758190211,7262381.374502564,1026.43,J,22.0,210.76733202359173,269.8910864815116,11.990000000000009
596195.1654530053,7262381.61149722,1026.43,J,22.0,210.05696600780357,270.12808113731444,11.990000000000009
596191.0329992033,7262382.187869353,1026.44,J,22.0,205.92451220576186,270.70445327088237,12.0
596185.122941514,7262381.894795038,1026.47,J,22.0,200.01445451646578,270.41137895546854,12.029999999999973
596178.1831766919,7262381.014820868,1026.46,J,22.0,193.07468969433103,269.5314047858119,12.019999999999982
596170.1408183321,7262380.040404181,1026.42,J,22.0,185.03233133454341,268.5569880986586,11.980000000000018
596161.8465769602,7262379.411171949,1026.39,J,22.0,176.7380899626296,267.92775586619973,11.950000000000045
596154.1284429629,7262378.740800152,1026.35,J,22.0,169.01995596534107,267.25738406926394,11.909999999999854
596147.9877978388,7262378.198696323,1026.35,J,22.0,162.87931084120646,266.7152802404016,11.909999999999854
596142.3990630291,7262377.791988606,1026.33,J,22.0,157.29057603154797,266.3085725232959,11.889999999999873
596136.385108058,7262377.18401704,1025.5,J,22.0,151.2766210604459,265.70060095749795,11.059999999999945
596130.3968337872,7262376.613006726,1025.49,J,22.0,145.28834678966086,265.1295906435698,11.049999999999955
596124.4186561746,7262376.273968684,1025.49,J,22.0,139.31016917701345,264.7905526012182,11.049999999999955
596118.3227796007,7262376.074979305,1025.5,J,22.0,133.21429260319564,264.59156322292984,11.059999999999945
596111.8716332061,7262375.98055744,1025.5,J,22.0,126.76314620859921,264.4971413575113,11.059999999999945
596104.8947734775,7262375.861943888,1024.63,J,22.0,119.7862864799099,264.37852780520916,10.190000000000055
596097.6208760985,7262375.689687464,1024.64,J,22.0,112.51238910097163,264.2062713820487,10.200000000000045
596090.4501699712,7262375.730206592,1023.83,J,22.0,105.34168297366705,264.246790509671,9.389999999999986
596083.0421954001,7262375.781649627,1023.83,J,22.0,97.93370840256102,264.298233544454,9.389999999999986
596075.3279358477,7262375.66814168,1023.86,J,22.0,90.2194488501409,264.1847255975008,9.419999999999959
596067.512870373,7262375.685271835,1023.05,J,22.0,82.40438337542582,264.2018557526171,8.6099999999999
596060.2488660165,7262375.717143048,1023.06,J,22.0,75.14037901896518,264.2337269652635,8.61999999999989
596053.2039377674,7262375.561833773,1022.22,J,22.0,68.09545076987706,264.0784176904708,7.779999999999973
596046.1849031947,7262375.47133458,1022.2,J,22.0,61.07641619711649,263.98791849799454,7.759999999999991
596039.1574490631,7262375.390159223,1022.21,J,22.0,54.04896206560079,263.9067431408912,7.769999999999982
596032.1298019472,7262375.281141566,1022.22,J,22.0,47.02131494961213,263.79772548377514,7.779999999999973
596025.1291974979,7262375.403977593,1021.42,J,22.0,40.02071050030645,263.92056151106954,6.9799999999999045
596018.2722307335,7262375.460842079,1021.44,J,22.0,33.163743735989556,263.97742599621415,7.0
596011.8203042197,7262375.254996594,1021.45,J,22.0,26.711817222181708,263.7715805117041,7.009999999999991
596006.0465249332,7262375.053722862,1021.46,J,22.0,20.938037935644388,263.57030677981675,7.019999999999982
596000.6296266544,7262374.979924234,1021.47,J,22.0,15.521139656892046,263.4965081512928,7.029999999999973
595995.4587285859,7262374.9322568895,1021.47,J,22.0,10.350241588312201,263.448840807192,7.029999999999973
595990.1685847158,7262374.801883571,1020.69,J,22.0,5.060097718262114,263.3184674885124,6.25
595986.0533316801,7262371.748766126,1020.7,J,22.0,0.9448446825845167,260.26535004377365,6.259999999999991
595985.1084869975,7262366.2881461345,1019.82,J,22.0,0.0,254.80473005212843,5.3799999999999955
595986.2965501406,7262360.376469325,1019.81,J,22.0,1.1880631430540234,248.89305324293673,5.369999999999891
595988.1353197413,7262354.181811091,1019.83,J,22.0,3.0268327437806875,242.69839500822127,5.389999999999986
595989.7112043893,7262347.970416175,1019.84,J,22.0,4.602717391797341,236.48700009286404,5.399999999999977
595991.4554486262,7262341.590768252,1019.84,J,22.0,6.3469616286456585,230.10735216923058,5.399999999999977
595993.0065520833,7262335.472367063,1018.94,J,22.0,7.898065085755661,223.9889509808272,4.5
595994.4863906589,7262330.07845697,1018.94,J,22.0,9.377903661341406,218.59504088759422,4.5
595995.6535860242,7262324.825960379,1018.97,J,22.0,10.545099026639946,213.3425442967564,4.529999999999973
595996.909570982,7262318.932370857,1019.02,J,22.0,11.801083984435536,207.44895477499813,4.579999999999927
595997.8735153008,7262312.483884022,1019.04,J,22.0,12.765028303256258,201.00046793930233,4.599999999999909
595998.8691649693,7262305.719589764,1019.06,J,22.0,13.760677971760742,194.2361736819148,4.619999999999891
595999.9905465703,7262298.750207063,1019.05,J,22.0,14.882059572730213,187.26679098047316,4.6099999999999
596000.9529962714,7262292.088234162,1019.06,J,22.0,15.844509273883887,180.6048180796206,4.619999999999891
596001.8595404933,7262285.9186121505,1019.05,J,22.0,16.75105349579826,174.43519606813788,4.6099999999999
596002.6689384499,7262280.408689814,1019.06,J,22.0,17.560451452387497,168.9252737313509,4.619999999999891
596003.4234414906,7262275.539613975,1019.06,J,22.0,18.314954493078403,164.05619789287448,4.619999999999891
596004.1527153241,7262270.698564252,1019.06,J,22.0,19.044228326529264,159.21514816954732,4.619999999999891
596004.8975297222,7262265.65320175,1019.02,J,22.0,19.789042724645697,154.16978566721082,4.579999999999927
596005.715849651,7262260.20818835,1017.85,J,22.0,20.60736265347805,148.7247722679749,3.409999999999968
596006.5098419574,7262254.921148378,1017.86,J,22.0,21.401354959816672,143.4377322960645,3.419999999999959
596007.2447534505,7262249.671649437,1017.87,J,22.0,22.136266452958807,138.18823335506022,3.42999999999995
596007.9366505119,7262244.329615394,1017.89,J,22.0,22.828163514379412,132.846199311316,3.449999999999932
596008.6616054069,7262238.866689386,1017.89,J,22.0,23.553118409356102,127.38327330350876,3.449999999999932
596009.2930686912,7262233.367291923,1017.9,J,22.0,24.184581693611108,121.88387584034353,3.4599999999999227
596010.0833118192,7262227.541903067,1017.9,J,22.0,24.97482482169289,116.05848698504269,3.4599999999999227
596010.8922511891,7262221.967011515,1017.91,J,22.0,25.783764191553928,110.48359543271363,3.4699999999999136
596011.702349125,7262216.559185507,1017.95,J,22.0,26.593862127396278,105.07576942443848,3.509999999999991
596012.5299839663,7262211.234780082,1017.95,J,22.0,27.421496968716383,99.7513639992103,3.509999999999991
596013.7224532594,7262205.96353402,1017.95,J,22.0,28.6139662618516,94.48011793754995,3.509999999999991
596015.3362159027,7262200.327365618,1017.96,J,22.0,30.227728905156255,88.84394953586161,3.519999999999982
596016.8881173676,7262194.329616607,1017.94,J,22.0,31.779630370088853,82.84620052482933,3.5
596018.2368712279,7262188.370408323,1017.94,J,22.0,33.128384230309166,76.88699224032462,3.5
596019.5931213574,7262182.271914169,1017.15,J,22.0,34.48463435983285,70.78849808685482,2.7099999999999227
596021.3808665944,7262176.059042691,1017.14,J,22.0,36.27237959683407,64.57562660891563,2.699999999999932
596025.6582085678,7262170.719974105,1017.14,J,22.0,40.549721570219845,59.236558022908866,2.699999999999932
596031.4035029082,7262166.828011751,1017.14,J,22.0,46.29501591064036,55.34459566883743,2.699999999999932
596037.2471710779,7262163.677943414,1017.14,J,22.0,52.138684080331586,52.194527331739664,2.699999999999932
596042.4365955744,7262160.30034693,1017.17,J,22.0,57.32810857682489,48.816930847242475,2.7299999999999045
596044.2122120013,7262154.78371314,1017.15,J,22.0,59.10372500377707,43.3002970572561,2.7099999999999227
596043.1387347133,7262149.110503346,1016.38,J,22.0,58.03024771576747,37.62708726339042,1.9399999999999409
596043.4010822562,7262142.945348284,1015.41,J,22.0,58.292595258681104,31.461932201869786,0.9699999999999136
596046.7929260794,7262137.036924524,1015.41,J,22.0,61.68443908181507,25.553508441895247,0.9699999999999136
596051.7806009556,7262131.46085945,1015.39,J,22.0,66.6721139580477,19.977443367242813,0.9499999999999318
596058.125810147,7262126.079583183,1014.44,J,22.0,73.01732314948458,14.596167100593448,0.0
596066.359724025,7262121.706214268,1014.49,J,22.0,81.2512370274635,10.222798185423017,0.049999999999954525
596075.0989018639,7262119.2971518,1014.48,J,22.0,89.9904148663627,7.813735717907548,0.03999999999996362
596083.5342069118,7262118.291799603,1014.48,J,22.0,98.42571991425939,6.808383520692587,0.03999999999996362
596091.5113313637,7262118.440602826,1014.53,J,22.0,106.40284436615184,6.957186743617058,0.08999999999991815
596099.1360837419,7262119.111652488,1017.06,J,22.0,114.02759674435947,7.628236405551434,2.619999999999891
596106.5660811842,7262119.811890925,1017.14,J,22.0,121.45759418664966,8.328474842943251,2.699999999999932
596113.8792409279,7262120.772844359,1017.99,J,22.0,128.77075393032283,9.28942827694118,3.5499999999999545
596120.4247643815,7262122.26821064,1018.02,J,22.0,135.3162773839431,10.784794557839632,3.5799999999999272
596125.1719946119,7262127.229014625,1018.81,J,22.0,140.06350761430804,15.745598542504013,4.369999999999891
596128.5875094851,7262134.491757896,1018.82,J,22.0,143.47902248753235,23.008341813459992,4.3799999999999955
596131.7218360775,7262141.542969162,1018.83,J,22.0,146.61334907996934,30.05955307930708,4.389999999999986
596134.6890049819,7262147.713539045,1018.81,J,22.0,149.58051798434462,36.23012296296656,4.369999999999891
596137.801155505,7262154.013054578,1019.53,J,22.0,152.6926685074577,42.52963849529624,5.089999999999918
596141.3408548287,7262160.847962092,1019.52,J,22.0,156.2323678311659,49.36454600933939,5.079999999999927
596145.0701092121,7262168.127081599,1019.49,J,22.0,159.96162221452687,56.643665516749024,5.0499999999999545
596148.8777913336,7262175.711973696,1019.44,J,22.0,163.76930433604866,64.22855761367828,5.0
596153.4061037507,7262183.319707897,1019.44,J,22.0,168.29761675314512,71.83629181422293,5.0
596158.4008546881,7262190.96131913,1019.43,J,22.0,173.29236769059207,79.47790304757655,4.989999999999895
596163.0925440831,7262198.902073579,1019.42,J,22.0,177.98405708558857,87.41865749657154,4.9799999999999045
596166.7676631788,7262206.92414365,1019.41,J,22.0,181.65917618130334,95.4407275673002,4.969999999999914
596170.339004573,7262214.649906747,1019.41,J,22.0,185.23051757540088,103.16649066470563,4.969999999999914
596173.5115329158,7262222.313458799,1019.42,J,22.0,188.4030459182104,110.83004271704704,4.9799999999999045
596176.4562504715,7262230.127118533,1019.4,J,22.0,191.34776347398292,118.64370245020837,4.959999999999923
596179.0786228833,7262237.905887236,1019.41,J,22.0,193.97013588575646,126.42247115354985,4.969999999999914
596181.2208506576,7262246.114963205,1020.45,J,22.0,196.11236366000958,134.63154712226242,6.009999999999991
596181.7481847284,7262254.910770725,1020.46,J,22.0,196.63969773089048,143.42735464312136,6.019999999999982
596180.3233672102,7262263.3302874705,1020.47,J,22.0,195.21488021267578,151.8468713881448,6.029999999999973
596178.3139293237,7262270.5657581,1021.25,J,22.0,193.20544232614338,159.082342017442,6.809999999999945
596177.404926378,7262277.5893741315,1021.26,J,22.0,192.2964393805014,166.10595804918557,6.819999999999936
596179.952440136,7262283.131666303,1021.26,J,22.0,194.84395313845016,171.64825022034347,6.819999999999936
596185.117361238,7262285.982505276,1021.25,J,22.0,200.00887424044777,174.49908919353038,6.809999999999945
596191.1458837715,7262287.472155185,1022.19,J,22.0,206.03739677392878,175.98873910307884,7.75
596197.0902387075,7262289.045919041,1022.17,J,22.0,211.98175170994364,177.56250295881182,7.7299999999999045
596203.1443596238,7262291.779186798,1022.16,J,22.0,218.03587262623478,180.29577071592212,7.719999999999914
596209.1582586295,7262297.260240898,1022.13,J,22.0,224.04977163195144,185.77682481519878,7.689999999999941
596213.4642316306,7262303.356514912,1022.15,J,22.0,228.35574463300873,191.87309882976115,7.709999999999923
596216.4588917615,7262309.814625103,1022.12,J,22.0,231.35040476394352,198.33120902068913,7.67999999999995
596218.1419892818,7262316.597442787,1023.09,J,22.0,233.0335022842046,205.1140267048031,8.649999999999977
596218.6033900102,7262323.221682184,1023.06,J,22.0,233.4949030126445,211.73826610203832,8.61999999999989
596218.7068119611,7262329.560663506,1023.06,J,22.0,233.59832496359013,218.07724742405117,8.61999999999989
596218.8201177062,7262336.10378102,1023.06,J,22.0,233.7116307086544,224.6203649379313,8.61999999999989
596218.7107168126,7262343.530249387,1023.08,J,22.0,233.60222981509287,232.04683330468833,8.639999999999986
596218.4445835184,7262351.579713572,1023.88,J,22.0,233.3360965208849,240.09629748947918,9.43999999999994
596218.206602748,7262360.018831752,1023.93,J,22.0,233.09811575047206,248.53541566990316,9.489999999999895
596218.0057635517,7262367.705843005,1024.93,J,22.0,232.89727655414026,256.2224269229919,10.490000000000009
596218.0846560023,7262374.174937133,1025.94,J,22.0,232.97616900480352,262.6915210504085,11.5
