x,y,z,zoneLetter,zoneNumber,x_rel,y_rel,z_rel
460556.73369136214,7242053.9505345635,882.37,J,22.0,206.4319216441363,121.05536451004446,13.330000000000041
460544.4564564542,7242056.142749855,882.38,J,22.0,194.1546867361758,123.24757980182767,13.340000000000032
460531.7901543718,7242061.201747657,882.35,J,22.0,181.48838465381414,128.3065776033327,13.31000000000006
460524.52134677226,7242063.909538772,882.36,J,22.0,174.2195770542603,131.01436871849,13.32000000000005
460508.9812979906,7242070.658726997,882.38,J,22.0,158.67952827259433,137.76355694327503,13.340000000000032
460508.34387703397,7242071.603591394,882.39,J,22.0,158.04210731596686,138.70842134021223,13.350000000000023
460502.81735114736,7242089.370657302,882.4,J,22.0,152.51558142935392,156.47548724897206,13.360000000000014
460491.82832963974,7242096.773334974,882.39,J,22.0,141.52655992173823,163.8781649209559,13.350000000000023
460476.57339486224,7242110.289378395,882.37,J,22.0,126.27162514423253,177.39420834183693,13.330000000000041
460472.57554567186,7242114.417322637,879.96,J,22.0,122.2737759538577,181.5221525831148,10.920000000000073
460462.28915259003,7242124.671366505,878.99,J,22.0,111.98738287203014,191.7761964518577,9.950000000000045
460462.3397935416,7242124.717919467,879.0,J,22.0,112.03802382358117,191.8227494135499,9.960000000000036
460462.56860559504,7242124.607195284,879.0,J,22.0,112.26683587703155,191.71202523075044,9.960000000000036
460462.9158985914,7242124.496823583,879.06,J,22.0,112.61412887339247,191.6016535293311,10.019999999999982
460463.3390008866,7242124.507321963,879.06,J,22.0,113.03723116859328,191.61215190961957,10.019999999999982
460463.5339965831,7242124.387232203,875.6,J,22.0,113.23222686507506,191.4920621495694,6.560000000000059
